-1.566769059725430679e+03	2.569723385765813646e+02	1.348943800955916004e+02	4.260473922178873996e-01	-7.821861871431589464e+01	4.232953250661240219e+01	7.276758670806884766e+00	-7.694440364837646484e+00	1.122710609436035156e+01	2.842823982238769531e+00	1.838937568664550781e+01	-7.592722892761230469e+00	-3.542154360404616909e+03	9.850986591446023795e+02	9.033688592955493277e+02	-2.793657396280251533e+02	1.521627753588163401e+01	1.308514337033014726e+03
-1.096790534436617463e+03	-2.594308930165622655e+02	2.811081342745456482e+02	1.407415183673642503e+02	4.862331944089372087e+02	3.376533375897263340e+02	-6.196702957153320312e+00	2.307079553604125977e+00	-1.387654209136962891e+01	9.023586273193359375e+00	4.772567272186279297e+00	3.848433971405029297e+00	-3.150522163130930949e+03	-5.859402692343943500e+02	-2.799615971414332272e+00	5.427390558610231892e+02	6.550085727689055375e+02	8.132519674173319117e+02
-1.899446655468894505e+03	-8.805396195426719430e+01	1.886619787168002915e+02	1.824775473148685023e+01	1.108483186391207731e+01	-3.517826974790765462e+02	-2.721377134323120117e+00	1.405498504638671875e+01	-1.313135433197021484e+01	3.627593278884887695e+00	1.808060050010681152e+00	1.780978393554687500e+01	-4.943865827978635934e+03	8.585612440600574757e+01	1.168851605030246219e+03	-1.501751233254548765e+02	-4.077114298653148126e+02	1.107826303258582357e+03
-1.102846546093565621e+03	-2.580148589469415583e+02	-2.159592154422625754e+02	-1.757198181714787779e+02	-1.181399069818372567e+02	-1.789105933377704005e+01	-3.518398523330688477e+00	-7.496415972709655762e-01	-1.547201573848724365e-01	-1.249008560180664062e+01	3.161964178085327148e+00	1.500187492370605469e+01	-2.305977768421527799e+03	-6.393737162457317709e+02	1.613985827945634128e+03	5.450904824782141986e+02	-6.066807370965594828e+02	7.601565728928555643e+01
-1.713854831879958738e+03	-4.417386253717821205e+02	-5.818925268211878432e+01	1.115788718998100961e+02	8.609262645303940076e+01	1.052489001631105907e+02	-9.285606384277343750e+00	8.505306243896484375e+00	-1.022177314758300781e+01	-6.931588053703308105e-01	1.080605792999267578e+01	1.375528430938720703e+01	-3.927758207741618207e+03	-8.394604394371937133e+02	4.680314969278139188e+02	-7.458700528558475540e+00	6.138253354615279704e+02	9.945506311848420182e+02
-1.260846527959376317e+03	7.135287379350991444e+01	1.951066742470291899e+02	-3.282067270641696410e+01	1.591883847995802910e+02	2.122606837845109453e+02	1.840373158454895020e+00	6.981407642364501953e+00	8.500070571899414062e+00	1.646198868751525879e+00	4.156922340393066406e+00	-2.936696052551269531e+01	-3.255486021584029459e+03	5.658501951188325165e+02	-6.280471251163739055e+00	1.762361327768967385e+02	2.195688219992382813e+02	1.350810147493380555e+03
-1.622553873768691119e+03	1.447716032228000131e+03	-3.494959146024396546e+02	1.651662977798310123e+02	-9.995254006265155056e+01	7.624811355362005543e+02	7.689286708831787109e+00	8.514903068542480469e+00	-1.693491172790527344e+01	-2.055449485778808594e+00	7.664270401000976562e+00	6.577059268951416016e+00	-3.887084536371351078e+03	9.161326699586905988e+02	-8.523353587368967510e+02	1.449525274361847771e+01	-1.574516515396640216e+03	4.107175114423075115e+02
-1.636570991550018789e+03	1.582820724966838100e+02	-6.003462018778839138e+01	-1.014925603914234244e+02	-1.002323153806756864e+02	4.283841570040369362e+01	1.648650050163269043e+00	7.715552330017089844e+00	-1.055478382110595703e+01	-8.336913108825683594e+00	4.694159984588623047e+00	1.643548583984375000e+01	-3.981960801745344725e+03	-4.230665043019956784e+01	3.189031174303923990e+02	3.472933826237409676e+02	4.881590269899912471e+01	1.026046287938370142e+03
-1.913925560261968030e+03	-4.012437730658106716e+02	4.050774964213385374e+02	-6.683654607106005585e+01	1.867337655017775830e+02	3.819621585041281264e+02	-1.426151633262634277e+00	2.794063568115234375e+00	4.790416717529296875e+00	1.592980861663818359e+01	-3.058856010437011719e+01	-7.446349620819091797e+00	-4.344714560169154538e+03	3.765892037679768691e+02	9.508216264155737463e+01	3.410059027620023357e+02	3.677383453917794895e+02	2.040489656254285592e+03
-1.172982173134240384e+03	1.447203977105172328e+02	-2.350778827812410441e+02	1.770842913355337700e+01	-1.840935270731220612e+02	-9.084981982096221031e+01	2.147871971130371094e+00	1.432693576812744141e+01	-5.674791812896728516e+00	5.015311241149902344e+00	1.094612553715705872e-01	6.627011775970458984e+00	-2.739828059294398372e+03	-1.046673040043209312e+03	5.842400865841994317e+01	-3.535417974797766760e+02	9.521833531694777548e+02	4.835619073992573362e+02
-1.477074774279656140e+03	7.879818458477996046e+01	-8.502888272579761519e+01	5.652460176615602450e+01	-9.574333816674376862e+01	6.494371878830962430e+01	-2.589087295532226562e+01	-6.240450382232666016e+00	3.790191650390625000e+00	-6.905149936676025391e+00	-1.200991058349609375e+01	-2.663904571533203125e+01	-3.488609156475710279e+03	-2.038847701635900194e+02	-2.161462981390529023e+02	3.839677813401219737e+02	4.205847443546140880e+02	8.549100548180073247e+02
-1.559067143991691637e+03	-7.257787352134913590e+02	2.888381158490677691e+01	8.357215226008767672e+01	4.136638190521314300e+02	3.203278227722914266e+02	-1.555175971984863281e+01	4.171032428741455078e+00	-3.745472908020019531e+00	1.372250556945800781e+00	1.471336746215820312e+01	1.062693214416503906e+01	-3.326105625004331614e+03	-1.524368788123714694e+03	8.178935318258431835e+02	2.695917331324453698e+02	9.141845807908890720e+02	4.989022520646545331e+02
